"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"1039",16573,10,8,1989,12,"PE","M",21,20,"Peromyscus","eremicus","Rodent","Control"
"1040",33341,1,12,2002,12,"PE","F",20,15,"Peromyscus","eremicus","Rodent","Control"
"1041",58,7,18,1977,12,"DS","M",45,NA,"Dipodomys","spectabilis","Rodent","Control"
"1042",864,5,17,1978,12,"DS","F",NA,121,"Dipodomys","spectabilis","Rodent","Control"
"1043",1046,7,7,1978,12,"DS","F",51,87,"Dipodomys","spectabilis","Rodent","Control"
"1044",1334,10,7,1978,12,"DS","F",51,120,"Dipodomys","spectabilis","Rodent","Control"
"1045",1728,4,28,1979,12,"DS","F",50,140,"Dipodomys","spectabilis","Rodent","Control"
"1046",2312,1,15,1980,12,"DS","M",52,131,"Dipodomys","spectabilis","Rodent","Control"
"1047",3165,7,22,1980,12,"DS","M",52,134,"Dipodomys","spectabilis","Rodent","Control"
"1048",3793,1,12,1981,12,"DS","M",52,144,"Dipodomys","spectabilis","Rodent","Control"
"1049",4626,7,7,1981,12,"DS","M",53,141,"Dipodomys","spectabilis","Rodent","Control"
"1050",5701,4,28,1982,12,"DS","M",52,114,"Dipodomys","spectabilis","Rodent","Control"
"1051",6418,8,15,1982,12,"DS","M",54,112,"Dipodomys","spectabilis","Rodent","Control"
"1052",7218,1,12,1983,12,"DS","F",49,110,"Dipodomys","spectabilis","Rodent","Control"
"1053",8064,7,16,1983,12,"DS","M",52,130,"Dipodomys","spectabilis","Rodent","Control"
"1054",8744,12,8,1983,12,"DS","M",49,133,"Dipodomys","spectabilis","Rodent","Control"
"1055",10960,11,16,1985,12,"DS","M",45,122,"Dipodomys","spectabilis","Rodent","Control"
"1056",49,7,18,1977,12,"PP","F",17,NA,"Chaetodipus","penicillatus","Rodent","Control"
"1057",4719,7,31,1981,12,"PP","F",19,15,"Chaetodipus","penicillatus","Rodent","Control"
"1058",7798,5,14,1983,12,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"1059",9110,5,12,1984,12,"PP","M",19,13,"Chaetodipus","penicillatus","Rodent","Control"
"1060",20088,7,3,1992,12,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"1061",20344,9,26,1992,12,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Control"
"1062",22436,7,20,1995,12,"PP","F",21,19,"Chaetodipus","penicillatus","Rodent","Control"
"1063",22677,9,23,1995,12,"PP","M",20,17,"Chaetodipus","penicillatus","Rodent","Control"
"1064",24395,9,21,1996,12,"PP","M",21,11,"Chaetodipus","penicillatus","Rodent","Control"
"1065",25469,4,12,1997,12,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"1066",25756,5,10,1997,12,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"1067",26391,7,9,1997,12,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Control"
"1068",27863,5,28,1998,12,"PP","M",21,18,"Chaetodipus","penicillatus","Rodent","Control"
"1069",28484,9,19,1998,12,"PP","M",22,13,"Chaetodipus","penicillatus","Rodent","Control"
"1070",29871,10,9,1999,12,"PP","F",21,20,"Chaetodipus","penicillatus","Rodent","Control"
"1071",30073,12,5,1999,12,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Control"
"1072",30445,3,4,2000,12,"PP","F",20,14,"Chaetodipus","penicillatus","Rodent","Control"
"1073",30746,6,3,2000,12,"PP","F",21,12,"Chaetodipus","penicillatus","Rodent","Control"
"1074",31219,8,25,2000,12,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Control"
"1075",31949,4,21,2001,12,"PP","M",22,21,"Chaetodipus","penicillatus","Rodent","Control"
"1076",32178,6,25,2001,12,"PP","F",22,15,"Chaetodipus","penicillatus","Rodent","Control"
"1077",32611,9,22,2001,12,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"1078",33768,4,16,2002,12,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Control"
"1079",33979,5,15,2002,12,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"1080",34443,7,13,2002,12,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Control"
"1081",35247,12,7,2002,12,"PP","M",20,14,"Chaetodipus","penicillatus","Rodent","Control"
"1082",1067,7,7,1978,12,"OT","F",19,22,"Onychomys","torridus","Rodent","Control"
"1083",4896,10,24,1981,12,"OT","M",21,15,"Onychomys","torridus","Rodent","Control"
"1084",8170,8,15,1983,12,"OT","M",20,25,"Onychomys","torridus","Rodent","Control"
"1085",8710,12,8,1983,12,"OT","M",21,24,"Onychomys","torridus","Rodent","Control"
"1086",9456,8,25,1984,12,"OT","M",18,12,"Onychomys","torridus","Rodent","Control"
"1087",10837,10,12,1985,12,"OT","M",21,23,"Onychomys","torridus","Rodent","Control"
"1088",11452,5,10,1986,12,"OT","F",21,33,"Onychomys","torridus","Rodent","Control"
"1089",12758,5,28,1987,12,"OT","M",19,24,"Onychomys","torridus","Rodent","Control"
"1090",16336,7,29,1989,12,"OT","M",18,NA,"Onychomys","torridus","Rodent","Control"
"1091",16747,12,4,1989,12,"OT","M",22,24,"Onychomys","torridus","Rodent","Control"
"1092",17290,3,29,1990,12,"OT","M",21,23,"Onychomys","torridus","Rodent","Control"
"1093",17974,11,10,1990,12,"OT","F",20,28,"Onychomys","torridus","Rodent","Control"
"1094",19642,2,6,1992,12,"OT","M",20,33,"Onychomys","torridus","Rodent","Control"
"1095",23708,4,14,1996,12,"OT","F",22,23,"Onychomys","torridus","Rodent","Control"
"1096",25248,3,15,1997,12,"OT","F",21,29,"Onychomys","torridus","Rodent","Control"
"1097",26364,7,9,1997,12,"OT","M",21,30,"Onychomys","torridus","Rodent","Control"
"1098",27024,10,25,1997,12,"OT","F",20,26,"Onychomys","torridus","Rodent","Control"
"1099",27574,3,1,1998,12,"OT","F",20,NA,"Onychomys","torridus","Rodent","Control"
"1100",28068,6,27,1998,12,"OT","M",21,23,"Onychomys","torridus","Rodent","Control"
"1101",29177,2,20,1999,12,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
"1102",30613,4,30,2000,12,"OT","M",21,29,"Onychomys","torridus","Rodent","Control"
"1103",31523,11,25,2000,12,"OT","F",20,26,"Onychomys","torridus","Rodent","Control"
"1104",32392,8,25,2001,12,"OT","M",20,25,"Onychomys","torridus","Rodent","Control"
"1105",35031,11,9,2002,12,"OT","M",20,24,"Onychomys","torridus","Rodent","Control"
"1106",5153,12,31,1981,12,"DO","F",36,38,"Dipodomys","ordii","Rodent","Control"
"1107",7654,4,16,1983,12,"DO","M",35,52,"Dipodomys","ordii","Rodent","Control"
"1108",8299,9,10,1983,12,"DO","F",35,51,"Dipodomys","ordii","Rodent","Control"
"1109",8608,11,12,1983,12,"DO","F",35,38,"Dipodomys","ordii","Rodent","Control"
"1110",9720,12,30,1984,12,"DO","M",35,54,"Dipodomys","ordii","Rodent","Control"
"1111",10033,3,16,1985,12,"DO","M",35,50,"Dipodomys","ordii","Rodent","Control"
"1112",10381,5,23,1985,12,"DO","F",37,58,"Dipodomys","ordii","Rodent","Control"
"1113",11249,3,8,1986,12,"DO","M",NA,NA,"Dipodomys","ordii","Rodent","Control"
"1114",11645,7,3,1986,12,"DO","M",33,42,"Dipodomys","ordii","Rodent","Control"
"1115",12898,6,30,1987,12,"DO","F",35,53,"Dipodomys","ordii","Rodent","Control"
"1116",13649,11,21,1987,12,"DO","F",35,50,"Dipodomys","ordii","Rodent","Control"
"1117",14191,3,20,1988,12,"DO","M",37,52,"Dipodomys","ordii","Rodent","Control"
"1118",14424,4,19,1988,12,"DO","M",36,41,"Dipodomys","ordii","Rodent","Control"
"1119",14583,6,11,1988,12,"DO","F",37,54,"Dipodomys","ordii","Rodent","Control"
"1120",14873,9,11,1988,12,"DO","F",36,54,"Dipodomys","ordii","Rodent","Control"
"1121",15548,2,4,1989,12,"DO","M",36,51,"Dipodomys","ordii","Rodent","Control"
"1122",16740,12,4,1989,12,"DO","F",37,47,"Dipodomys","ordii","Rodent","Control"
"1123",17126,2,24,1990,12,"DO","F",34,27,"Dipodomys","ordii","Rodent","Control"
"1124",17658,7,21,1990,12,"DO","F",34,46,"Dipodomys","ordii","Rodent","Control"
"1125",18194,1,11,1991,12,"DO","F",36,36,"Dipodomys","ordii","Rodent","Control"
"1126",21937,12,4,1994,12,"DO","M",38,47,"Dipodomys","ordii","Rodent","Control"
"1127",25840,5,10,1997,12,"DO","M",31,44,"Dipodomys","ordii","Rodent","Control"
"1128",26835,9,27,1997,12,"DO","M",32,45,"Dipodomys","ordii","Rodent","Control"
"1129",28938,12,22,1998,12,"DO","F",35,54,"Dipodomys","ordii","Rodent","Control"
"1130",30074,12,5,1999,12,"DO","M",35,54,"Dipodomys","ordii","Rodent","Control"
"1131",30455,3,4,2000,12,"DO","M",NA,NA,"Dipodomys","ordii","Rodent","Control"
"1132",31397,9,30,2000,12,"DO","M",36,51,"Dipodomys","ordii","Rodent","Control"
"1133",32171,6,25,2001,12,"DO","M",36,43,"Dipodomys","ordii","Rodent","Control"
"1134",33042,11,17,2001,12,"DO","F",36,46,"Dipodomys","ordii","Rodent","Control"
"1135",33342,1,12,2002,12,"DO","F",36,26,"Dipodomys","ordii","Rodent","Control"
"1136",33765,4,16,2002,12,"DO","F",37,51,"Dipodomys","ordii","Rodent","Control"
"1137",34201,6,15,2002,12,"DO","F",38,47,"Dipodomys","ordii","Rodent","Control"
"1138",34819,10,5,2002,12,"DO","F",37,54,"Dipodomys","ordii","Rodent","Control"
"1139",35414,12,29,2002,12,"DO","M",37,51,"Dipodomys","ordii","Rodent","Control"
"1140",12639,4,25,1987,12,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Control"
"1141",7074,11,22,1982,12,"OL","F",20,24,"Onychomys","leucogaster","Rodent","Control"
"1142",9383,7,31,1984,12,"OL","F",19,28,"Onychomys","leucogaster","Rodent","Control"
"1143",10058,3,16,1985,12,"OL","M",20,38,"Onychomys","leucogaster","Rodent","Control"
"1144",12344,3,1,1987,12,"OL","F",22,25,"Onychomys","leucogaster","Rodent","Control"
"1145",14757,8,9,1988,12,"OL","F",20,35,"Onychomys","leucogaster","Rodent","Control"
"1146",15692,3,12,1989,12,"OL","F",21,31,"Onychomys","leucogaster","Rodent","Control"
"1147",18084,12,15,1990,12,"OL","M",21,31,"Onychomys","leucogaster","Rodent","Control"
"1148",18363,2,16,1991,12,"OL","M",20,34,"Onychomys","leucogaster","Rodent","Control"
"1149",21102,9,16,1993,12,"OL","M",23,18,"Onychomys","leucogaster","Rodent","Control"
"1150",2623,3,9,1980,12,"RM","M",NA,10,"Reithrodontomys","megalotis","Rodent","Control"
"1151",5224,1,24,1982,12,"RM","M",15,7,"Reithrodontomys","megalotis","Rodent","Control"
"1152",7318,2,26,1983,12,"RM","M",17,8,"Reithrodontomys","megalotis","Rodent","Control"
"1153",8913,3,12,1984,12,"RM","M",16,11,"Reithrodontomys","megalotis","Rodent","Control"
"1154",13240,8,25,1987,12,"RM","F",14,9,"Reithrodontomys","megalotis","Rodent","Control"
"1155",14036,2,21,1988,12,"RM","M",16,9,"Reithrodontomys","megalotis","Rodent","Control"
"1156",15689,3,12,1989,12,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Control"
"1157",16764,12,4,1989,12,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Control"
"1158",17291,3,29,1990,12,"RM","F",17,10,"Reithrodontomys","megalotis","Rodent","Control"
"1159",19388,12,7,1991,12,"RM","M",16,9,"Reithrodontomys","megalotis","Rodent","Control"
"1160",20543,12,21,1992,12,"RM","M",NA,11,"Reithrodontomys","megalotis","Rodent","Control"
"1161",25201,3,15,1997,12,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Control"
"1162",7829,5,14,1983,12,"SA",NA,NA,NA,"Sylvilagus","audubonii","Rabbit","Control"
"1163",8987,4,9,1984,12,"PM","F",20,24,"Peromyscus","maniculatus","Rodent","Control"
"1164",26048,6,10,1997,12,"PM","M",20,20,"Peromyscus","maniculatus","Rodent","Control"
"1165",15508,2,4,1989,12,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Control"
"1166",18910,8,7,1991,12,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Control"
"1167",35027,11,9,2002,12,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Control"
"1168",7146,1,12,1983,12,"AB",NA,NA,NA,"Amphispiza","bilineata","Bird","Control"
"1169",12354,3,1,1987,12,"AB",NA,NA,NA,"Amphispiza","bilineata","Bird","Control"
"1170",15312,1,10,1989,12,"AB",NA,NA,NA,"Amphispiza","bilineata","Bird","Control"
"1171",15207,12,13,1988,12,"RF","F",17,13,"Reithrodontomys","fulvescens","Rodent","Control"
"1172",16749,12,4,1989,12,"RF","F",18,15,"Reithrodontomys","fulvescens","Rodent","Control"
"1173",17127,2,24,1990,12,"SF","F",26,81,"Sigmodon","fulviventer","Rodent","Control"
"1174",33769,4,16,2002,12,"PI","M",22,18,"Chaetodipus","intermedius","Rodent","Control"
"1175",29050,1,16,1999,12,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Control"
"1176",30311,2,5,2000,12,"PB","M",27,43,"Chaetodipus","baileyi","Rodent","Control"
"1177",30751,6,3,2000,12,"PB","F",26,39,"Chaetodipus","baileyi","Rodent","Control"
"1178",34448,7,13,2002,12,"PB","M",29,34,"Chaetodipus","baileyi","Rodent","Control"
"1179",272,10,16,1977,18,"NL",NA,NA,NA,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
"1180",3001,5,18,1980,18,"NL","F",30,75,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
"1181",5266,1,24,1982,18,"NL","F",32,195,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
"1182",7959,6,17,1983,18,"NL","F",32,162,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
"1183",9390,7,31,1984,18,"NL","F",32,105,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
"1184",12371,3,1,1987,18,"NL","F",32,115,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
"1185",17275,3,29,1990,18,"NL","F",34,110,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
"1186",18458,3,13,1991,18,"NL","F",33,192,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
"1187",54,7,18,1977,18,"DM","M",37,NA,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1188",178,9,11,1977,18,"DM","M",33,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1189",447,12,10,1977,18,"DM","M",37,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1190",636,2,20,1978,18,"DM","F",36,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1191",823,4,10,1978,18,"DM","F",33,40,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1192",1008,6,9,1978,18,"DM","F",32,37,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1193",1276,9,4,1978,18,"DM","M",35,38,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1194",1575,1,29,1979,18,"DM","F",NA,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1195",1613,1,29,1979,18,"DM","M",NA,48,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1196",2970,5,18,1980,18,"DM","M",36,48,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1197",3498,11,9,1980,18,"DM","F",36,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1198",3931,3,8,1981,18,"DM","F",36,38,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1199",4296,4,6,1981,18,"DM","F",NA,48,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1200",4663,7,8,1981,18,"DM","F",34,27,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1201",4882,10,24,1981,18,"DM","M",39,39,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1202",5098,12,30,1981,18,"DM","F",34,24,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1203",5726,4,28,1982,18,"DM","F",34,46,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1204",6228,7,26,1982,18,"DM","M",NA,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1205",6635,9,19,1982,18,"DM","F",36,38,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1206",6979,11,21,1982,18,"DM","M",36,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1207",7508,3,14,1983,18,"DM","M",33,41,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1208",7846,5,14,1983,18,"DM","F",36,35,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1209",8180,8,15,1983,18,"DM","M",37,37,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1210",8598,11,12,1983,18,"DM","M",35,40,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1211",8835,2,4,1984,18,"DM","M",37,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1212",9004,4,9,1984,18,"DM","M",36,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1213",9549,9,29,1984,18,"DM","M",36,49,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1214",10056,3,16,1985,18,"DM","F",33,34,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1215",10200,4,20,1985,18,"DM","F",35,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1216",10560,7,23,1985,18,"DM","M",37,50,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1217",10730,9,21,1985,18,"DM","F",34,39,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1218",11097,12,7,1985,18,"DM","F",35,36,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1219",11552,6,4,1986,18,"DM","F",35,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1220",11899,10,4,1986,18,"DM","M",34,NA,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1221",12494,4,4,1987,18,"DM","M",37,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1222",12891,6,30,1987,18,"DM","F",35,33,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1223",13204,8,25,1987,18,"DM","M",37,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1224",13487,10,24,1987,18,"DM","M",37,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1225",13723,11,21,1987,18,"DM","F",36,40,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
"1226",1357,10,8,1978,18,"PF","F",15,7,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1227",17763,8,16,1990,18,"PF","M",15,7,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1228",18912,8,7,1991,18,"PF","M",16,7,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1229",19379,12,7,1991,18,"PF","M",15,7,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1230",19948,5,2,1992,18,"PF","M",15,9,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1231",20279,8,29,1992,18,"PF","M",14,11,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1232",20577,1,24,1993,18,"PF","F",16,9,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1233",21173,10,15,1993,18,"PF","F",NA,9,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1234",21935,12,4,1994,18,"PF","F",17,9,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1235",22170,4,1,1995,18,"PF","F",38,9,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1236",22695,9,23,1995,18,"PF","M",16,8,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1237",22859,10,28,1995,18,"PF","M",15,9,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1238",23009,12,2,1995,18,"PF","F",17,9,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1239",23229,1,27,1996,18,"PF","F",16,9,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1240",23688,4,14,1996,18,"PF","M",16,7,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1241",24077,6,13,1996,18,"PF","F",16,10,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1242",24567,10,12,1996,18,"PF","M",15,8,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1243",25237,3,15,1997,18,"PF","M",15,9,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1244",26623,7,29,1997,18,"PF","M",17,8,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
"1245",9200,5,27,1984,18,"PE","M",19,18,"Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
"1246",13393,9,26,1987,18,"PE","M",20,25,"Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
"1247",16911,1,6,1990,18,"PE","M",22,20,"Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
"1248",19441,12,7,1991,18,"PE","F",21,22,"Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
"1249",884,5,18,1978,18,"DS","M",49,102,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1250",1156,8,5,1978,18,"DS","M",48,NA,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1251",1452,11,5,1978,18,"DS","F",51,121,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1252",1690,3,31,1979,18,"DS","M",50,78,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1253",1929,7,25,1979,18,"DS","F",50,133,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1254",2876,4,18,1980,18,"DS","M",NA,74,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1255",3047,6,22,1980,18,"DS","F",49,93,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1256",3378,10,12,1980,18,"DS","M",51,140,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1257",3818,1,31,1981,18,"DS","F",50,137,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1258",4371,5,3,1981,18,"DS","M",47,120,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1259",5216,1,24,1982,18,"DS","F",51,120,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1260",5856,5,21,1982,18,"DS","M",48,62,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1261",6242,7,26,1982,18,"DS","F",NA,117,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1262",7638,4,16,1983,18,"DS","F",52,117,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1263",8305,9,10,1983,18,"DS","M",49,126,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1264",9002,4,9,1984,18,"DS","F",51,130,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
"1265",17406,4,24,1990,18,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1266",18822,7,12,1991,18,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1267",20100,7,3,1992,18,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1268",20788,4,23,1993,18,"PP","M",21,21,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1269",20926,6,18,1993,18,"PP","F",22,12,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1270",21676,7,8,1994,18,"PP","M",21,19,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1271",23903,5,23,1996,18,"PP","M",24,21,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1272",24315,8,14,1996,18,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1273",25470,4,12,1997,18,"PP","F",22,22,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1274",26052,6,10,1997,18,"PP","F",22,22,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1275",27790,5,2,1998,18,"PP","F",22,19,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1276",28360,8,22,1998,18,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1277",30594,4,30,2000,18,"PP","F",23,16,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
"1278",27239,11,22,1997,18,"SH","F",20,57,"Sigmodon","hispidus","Rodent","Short-term Krat Exclosure"
"1279",2738,3,9,1980,18,"OT","M",NA,25,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"1280",4891,10,24,1981,18,"OT","M",21,19,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"1281",7991,6,17,1983,18,"OT","M",19,21,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"1282",9457,8,25,1984,18,"OT","F",20,21,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"1283",14383,4,18,1988,18,"OT","M",17,9,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"1284",15752,3,13,1989,18,"OT","F",21,26,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"1285",19127,10,10,1991,18,"OT","M",21,25,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"1286",26085,6,10,1997,18,"OT","F",22,31,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"1287",28831,11,21,1998,18,"OT","F",21,26,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"1288",31237,8,25,2000,18,"OT","M",20,21,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
"1289",1707,3,31,1979,18,"DO","M",35,54,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"1290",1996,8,22,1979,18,"DO","F",33,45,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"1291",3079,6,22,1980,18,"DO","M",36,44,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"1292",7340,2,26,1983,18,"DO","M",37,53,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"1293",9226,5,27,1984,18,"DO","M",36,49,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"1294",24949,2,8,1997,18,"DO","M",35,27,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
"1295",2155,11,17,1979,18,"OL","M",21,31,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"1296",4993,11,22,1981,18,"OL","M",21,24,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"1297",7322,2,26,1983,18,"OL","F",21,28,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"1298",10048,3,16,1985,18,"OL","F",20,35,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"1299",17898,10,15,1990,18,"OL","F",21,36,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
"1300",5545,3,29,1982,18,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1301",7464,3,14,1983,18,"RM","M",16,8,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1302",10981,11,16,1985,18,"RM","F",16,14,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
